"Age","Lili","Pasdefond","Francis","Clo","FFmean"
1980,4.93879813753773,4.8278305531441,7.73585788078749,2.47059320590404,4.99326994434334
1990,4.93145340993817,4.80562561428975,7.73547771238169,2.47512560263258,4.98692058481055
2000,4.92510998785262,4.78306780418759,7.7340161330276,2.47945536100444,4.98041232151806
2010,4.91943435126449,4.76004784049854,7.73166451663988,2.48354240971216,4.97367227952877
2020,4.91444772063915,4.73666927971696,7.72830860374154,2.48741341226492,4.96670975409064
2030,4.91033494875963,4.71297592626634,7.72399083390962,2.49105175287506,4.95958836545266
2040,4.90706653712223,4.68897703315155,7.71874900478945,2.49444530281832,4.95230946947039
2050,4.90445710365329,4.66459826140848,7.71247784160225,2.49761548383887,4.94478717262572
2060,4.90254305002628,4.63989867909024,7.70533630455932,2.50051746536483,4.93707387476017
2070,4.90161433308847,4.61493442801377,7.69716047995741,2.50318662885348,4.92922396747828
2080,4.901368689496,4.58971574995804,7.68809705508895,2.50560161162466,4.92119577654191
2090,4.90177981654764,4.56419794109731,7.67808706631552,2.50775551416764,4.91295508453203
2100,4.9029668203803,4.53840677216434,7.66713202445025,2.50967016607974,4.90454394576866
2110,4.90503756933717,4.51240426670743,7.65531882678733,2.51129642614236,4.89601427224357
2120,4.9077367588071,4.48620136528937,7.64250909962943,2.5126782905286,4.88728137856362
2130,4.91108837718839,4.45977698365244,7.62888097425285,2.51378927537444,4.87838390261703
2140,4.91531106916012,4.43313573999345,7.61430820428052,2.51462832334258,4.86934583419417
2150,4.9202496916771,4.40633881268285,7.59889028502526,2.51521575783175,4.86017363680424
2160,4.92579750911033,4.3793974926984,7.58262065137089,2.51550230632057,4.85082948987505
2170,4.93201056268426,4.35230779538865,7.56546477563456,2.51553647127747,4.84132990124624
2180,4.93911933212128,4.32506586556449,7.5475473125884,2.51528782143161,4.83175508292645
2190,4.94681188236834,4.29772526158711,7.52871183088089,2.51476148346677,4.82200261457578
2200,4.95510131815742,4.27029722531878,7.50914123727187,2.51397427665843,4.81212851435163
2210,4.96413748447299,4.24278807130291,7.48874834294721,2.51288190847782,4.80213895180023
2220,4.97389949634188,4.21519823517176,7.46758892076429,2.51153223207397,4.79205472108798
2230,4.98421706098088,4.1875670665684,7.44569990413066,2.50989259640254,4.78184415702062
2240,4.99511450843306,4.15990531819604,7.42302025493104,2.50797448925378,4.77150364270348
2250,5.00682517473487,4.1322227621445,7.39968184162918,2.50579066248231,4.76113011024772
2260,5.01910170003622,4.1045365077277,7.37557253578657,2.50330275340542,4.75062837423898
2270,5.03191174719266,4.07686553082844,7.35082031355557,2.50055705119495,4.7400386606929
2280,5.04534278943275,4.04921962838976,7.32538960826893,2.49751918579694,4.72936780297209
2290,5.05948762597305,4.02160826605749,7.29930076502404,2.49420693655751,4.71865089840302
2300,5.07412982291995,3.99406824955851,7.27262100699368,2.4906287107842,4.70786194756409
2310,5.08928355477435,3.96660097428277,7.24527541050488,2.48675279005455,4.69697818240414
2320,5.10511252936315,3.93921224686497,7.21739262283374,2.48262313304581,4.68608513302692
2330,5.12149947155048,3.91191092246888,7.18890083475987,2.47820432577449,4.67512888863843
2340,5.13835191611936,3.88474602189094,7.15988119800187,2.47352010179272,4.66412480945122
2350,5.15570395178117,3.85771396331284,7.1303371574772,2.46857453557333,4.65308240203614
2360,5.17373636833792,3.83081082846448,7.10026517253127,2.4633430246896,4.64203884850582
2370,5.19220234586009,3.80404444019203,7.06974721918509,2.45786655939987,4.63096514115927
2380,5.21110781288071,3.77746885244203,7.03870850770335,2.45210954356472,4.61984867914771
2390,5.23055551427755,3.75108715414074,7.0072643361723,2.44610102473339,4.60875200733099
2400,5.25053324910529,3.72488068342509,6.97537668187983,2.43984105178367,4.59765791654847
2410,5.27090826211059,3.69885581968161,6.94309136374518,2.43331234019575,4.58654194643328
2420,5.29169322475906,3.67306503344324,6.91043595589612,2.42655239014639,4.5754366510612
2430,5.31304569266026,3.64752834282648,6.87739613561083,2.41952647322323,4.5643741610802
2440,5.33479316961216,3.62220823066587,6.84404588922777,2.41226796819562,4.55332881442536
2450,5.35690498446886,3.59710925253871,6.81034476786958,2.4047735079049,4.54228312819551
2460,5.37943321093191,3.57227646626922,6.776365431234,2.39703301702474,4.53127703136497
2470,5.40244168762058,3.54775533332115,6.7421024717539,2.38908009713527,4.52034489745772
2480,5.42577581212991,3.52348642463644,6.70757952027212,2.380882110957,4.50943096699887
2490,5.44944055158368,3.49947214233609,6.67283297065722,2.3724754115014,4.4985552690196
2500,5.47353337735397,3.47574527580644,6.63785086328415,2.3638541277764,4.48774591105524
2510,5.49797790287638,3.4523832252053,6.60268997430359,2.35501493068248,4.47701650826694
2520,5.5227077597241,3.42930274992108,6.56733987114139,2.34598723337522,4.46633440354045
2530,5.54773628019017,3.40650383840213,6.53184019694567,2.33674185216173,4.45570554192493
2540,5.57316997087675,3.38400326918753,6.49620419767925,2.32731637352069,4.44517345281605
2550,5.59885128092816,3.3619146816129,6.46044659485602,2.31770362348403,4.43472904522028
2560,5.62477920250141,3.34013032830454,6.42459832628676,2.30790616889967,4.4243535064981
2570,5.65100224129055,3.31864760948627,6.38866180614141,2.29794907474706,4.41406518291632
2580,5.67750773435681,3.29746937497015,6.35267037587456,2.28780805617954,4.40386388534526
2590,5.70421570111357,3.27673389364228,6.31663475079794,2.27751983365547,4.39377604480231
2600,5.7311269295024,3.25632260041949,6.28057556080596,2.26707738398815,4.383775618679
2610,5.75830635742992,3.23622629317493,6.2445103333744,2.25648791323053,4.37388272430244
2620,5.78566390759642,3.21644637326382,6.20845713929689,2.2457718159205,4.36408480901941
2630,5.81317774865691,3.1971042119762,6.17242996546566,2.23491213426846,4.35440601509181
