"Age","Castor","Gagnon","Perche","Desperiers","Labelle","BBmean"
2090,0.102760385224362,0.451616281347358,NA,NA,0.937830910516211,0.497402525695977
2100,0.110350255783298,0.449468084499888,NA,NA,0.916017681397033,0.491945340560073
2110,0.118999724870831,0.448334646600284,NA,NA,0.896250052680449,0.487861474717188
2120,0.12831879541133,0.448424258910302,NA,NA,0.878627233351264,0.485123429224299
2130,0.137917470329162,0.449945212691695,NA,NA,0.863248432394284,0.48370370513838
2140,0.147405752548697,0.453099855516803,NA,NA,0.850212858794312,0.483572822286604
2150,0.156393644994302,0.45792360365963,NA,NA,0.839619721536153,0.484645656730028
2160,0.164491150590345,0.464309728710659,NA,NA,0.831568229604612,0.486789702968539
2170,0.171308272261196,0.472148215935766,NA,NA,0.826157591984492,0.489871360060484
2180,0.176455012931221,0.481329050600824,NA,NA,0.823487017660599,0.493757027064215
2190,0.179541375524789,0.491742217971711,NA,NA,0.823655715617737,0.498313103038079
2200,0.180177362966269,0.503277703314301,NA,NA,0.826762894840711,0.503405987040427
2210,0.177972978180029,0.515825491894469,NA,NA,0.832907764314325,0.508902078129608
2220,0.172594474817612,0.529275568978092,NA,NA,0.842003924928892,0.514624656241532
2230,0.164318588427062,0.543517919831044,NA,NA,0.85083996921618,0.519558825824762
2240,0.153618584947239,0.5584425297192,NA,NA,0.858251150956586,0.523437421874342
2250,0.140941057901268,0.573939383908437,NA,NA,0.86428002746616,0.526386823091955
2260,0.126732600812273,0.589898467664629,NA,NA,0.868969156060954,0.528533408179285
2270,0.111439807203379,0.606209766253651,NA,NA,0.872361094057017,0.530003555838016
2280,0.0955092705977105,0.62276326494138,NA,NA,0.874498398770399,0.53092364476983
2290,0.0793875845183919,0.639448948993691,NA,NA,0.875423627517152,0.531420053676412
2300,0.0635213424885475,0.656006707727939,NA,NA,0.875179337613325,0.531569129276604
2310,0.0483571380313019,0.672141184225366,NA,NA,0.87380808637497,0.531435469543879
2320,0.0343415646697796,0.687703200783255,NA,NA,0.871352431118136,0.531132398857057
2330,0.0219212159271049,0.702543615923888,NA,NA,0.867854929158873,0.530773253669955
2340,0.0115426853264024,0.716513288169547,NA,NA,0.863358137813233,0.530471370436394
2350,0.00365256639079661,0.729463076042513,NA,NA,0.857904614397265,0.530340085610192
2360,-0.00130254735658819,0.74124383806507,NA,NA,0.851536916227021,0.530492735645167
2370,-0.00294039383678343,0.751706432759498,NA,NA,0.844297600618549,0.531021213180421
2380,-0.00241396505511807,0.760701718648079,NA,NA,0.836229261225802,0.531505671606255
2390,-0.000496992760301074,0.768080554253096,NA,NA,0.827521676808753,0.531701746100516
2400,0.00254942854383607,0.773693798096831,NA,NA,0.818331403747517,0.531524876796061
2410,0.00646420435346184,0.777392308701564,NA,NA,0.808664951621204,0.53084048822541
2420,0.0109862401647448,0.779026944589579,NA,NA,0.798528830008923,0.529514004921082
2430,0.0158544414738533,0.778448564283158,NA,NA,0.787929548489784,0.527410851415598
2440,0.020807713776956,0.775508026304581,NA,NA,0.776873616642895,0.524396452241477
2450,0.0255849625702213,0.770132001743876,NA,NA,0.765367544047367,0.520361502787155
2460,0.0299250933498178,0.763883916360835,NA,NA,0.753417840282308,0.515742283330987
2470,0.0335670116119139,0.757452465587469,NA,NA,0.741031014926827,0.510683497375403
2480,0.0362496228526782,0.750860120415058,NA,NA,0.728213577560034,0.505107773609257
2490,0.0377118325682791,0.744129351834882,NA,NA,0.714972037761038,0.4989377407214
2500,0.0376925462548852,0.737282630838221,NA,NA,0.701312905108949,0.492096027400685
2510,0.0359306694086649,0.730342428416355,NA,NA,0.687242689182875,0.484505262335965
2520,0.0321651687416499,0.723331215560564,NA,NA,0.672767899561926,0.47608809462138
2530,0.0264524404655205,0.716271463262127,NA,NA,0.657895045825211,0.466872983184286
2540,0.0190623043571596,0.709185642512325,NA,NA,0.642630637551839,0.456959528140441
2550,0.0100770746005867,0.702096224302438,NA,NA,0.626675064270949,0.446282787724658
2560,-0.000420934620178462,0.695025679623745,NA,NA,0.609377861134709,0.434660868712759
2570,-0.0123494091211166,0.687996479467527,NA,NA,0.590888571479507,0.422178547275306
2580,-0.025626034718208,0.681031094825063,NA,NA,0.571392615634257,0.408932558580371
2590,-0.0401684972274332,0.674151996687633,NA,NA,0.551075413927876,0.395019637796025
2600,-0.0558944824647726,0.667381656046518,NA,NA,0.530122386689278,0.380536520090341
2610,-0.0727216762462067,0.660640571955404,NA,NA,0.508718954247381,0.365545949985526
2620,-0.090567764387716,0.65346437840028,NA,NA,0.487050536931098,0.349982383647887
2630,-0.109350432705281,0.646007149252819,NA,NA,0.465302555069347,0.333986423872295
2640,-0.128987367014882,0.63852196209329,NA,NA,0.443660428991043,0.317731674689817
2650,-0.149396253132499,0.631261894501959,NA,NA,0.422309579025101,0.30139174013152
2660,-0.170494776874114,0.624480024059095,NA,NA,0.401435425500436,0.285140224228473
2670,-0.192200624055706,0.618429428344964,NA,NA,0.381223388745966,0.269150731011741
2680,-0.213713918727153,0.613363184939834,NA,NA,0.361858889090605,0.253836051767762
2690,-0.233362816058798,0.609534371423972,NA,NA,0.343527346863269,0.239899634076148
2700,-0.250986153080229,0.607196065377646,NA,NA,0.326414182392874,0.227541364896764
2710,-0.266478842038351,0.606601344381124,NA,NA,0.310677060217436,0.216933187520069
2720,-0.27973579518007,0.608003286014672,NA,NA,0.29625957795187,0.208175689595491
2730,-0.290651924752291,0.611654967858558,NA,NA,0.283148032674984,0.201383691927084
2740,-0.299122143001919,0.61780946749305,NA,NA,0.271352399952926,0.196679908148019
2750,-0.305041362175861,0.626719862498415,NA,NA,0.260882655351846,0.194187051891467
2760,-0.308304494521021,0.63863923045492,NA,NA,0.251748774437892,0.194027836790597
2770,-0.308806452284307,0.65280329551086,NA,NA,0.243960732777215,0.195985858667923
2780,-0.306442147712622,0.666996903777639,NA,NA,0.237528505935962,0.19936108733366
2790,-0.301106493052872,0.680958746329514,NA,NA,0.232462069480284,0.204104774252308
2800,-0.292694400551964,0.694503780627767,NA,NA,0.228771398976328,0.210193593017377
2810,-0.281100782456802,0.707446964133678,NA,NA,0.226466469990246,0.217604217222374
2820,-0.266220551014293,0.71960325430853,NA,NA,0.225557258088185,0.226313320460807
2830,-0.248758014356482,0.730787608613603,NA,NA,0.226053738836295,0.236027777697805
2840,-0.232652796942774,0.74081498451018,NA,NA,0.227965887800725,0.24537602512271
2850,-0.218348395493765,0.749500339459541,NA,NA,0.231303680547624,0.2541518748378
2860,-0.205732380437668,0.756658630922969,NA,NA,0.236077092643141,0.262334447709481
2870,-0.194692322202695,0.762104816361744,NA,NA,0.242254858792648,0.269889117650566
2880,-0.185115791217059,0.765653853237147,NA,NA,0.248691170041987,0.276409744020692
2890,-0.176890357908973,0.767120699010461,NA,NA,0.254872303288522,0.281700881463337
2900,-0.169903592706651,0.766320311142967,NA,NA,0.260810830986161,0.285742516474159
2910,-0.164043066038305,0.763067647095946,NA,NA,0.266519325588813,0.288514635548818
2920,-0.159196348332147,0.757179290091964,NA,NA,0.272010359550386,0.289997767103401
2930,-0.155251010016392,0.749309315633135,NA,NA,0.277296505324788,0.290451603647177
2940,-0.152094621519252,0.740098627169441,NA,NA,0.282390335365927,0.290131447005372
2950,-0.14961475326894,0.729543404699612,NA,NA,0.287304422127712,0.289077691186128
2960,-0.147698975693669,0.71763982822238,NA,NA,0.292051338064051,0.287330730197587
2970,-0.146234859221652,0.704384077736476,NA,NA,0.296643655628853,0.284930958047892
2980,-0.145036985077972,0.68977233324063,NA,NA,0.301093947276024,0.281943098479561
2990,-0.143015121130174,0.673800774733573,NA,NA,0.305414785459474,0.278733479687624
3000,-0.139994782110961,0.656465582214036,NA,NA,0.309618742633112,0.275363180912062
3010,-0.136179652727819,0.63776293568075,NA,NA,0.313718391250844,0.271767224734592
3020,-0.131773417688235,0.617689015132445,NA,NA,0.31772630376658,0.26788063373693
3030,-0.126979761699696,0.596240000567854,NA,NA,0.321655052634227,0.263638430500795
3040,-0.122002369469688,0.573412071985706,NA,NA,0.326267521903516,0.259225741473178
3050,-0.117044925705697,0.549201409384732,NA,NA,0.332334031884889,0.254830171854641
3060,-0.112311115115211,0.523604192763663,NA,NA,0.339645735102271,0.250312937583574
3070,-0.108004622405715,0.49661660212123,NA,NA,0.3479918875165,0.245534622410672
3080,-0.104329132284697,0.468403839665871,NA,NA,0.357161745088416,0.240412150823197
3090,-0.101488329459642,0.441449346274856,NA,NA,0.366944563778856,0.235635193531357
3100,-0.0996858986380367,0.416608361858567,NA,NA,0.377129599548659,0.23135068758973
3110,-0.0991255245273685,0.393921564191007,NA,NA,0.387506108358664,0.227434049340767
3120,-0.100010891835123,0.373429631046177,NA,NA,0.397863346169709,0.223760695126921
3130,-0.102549192912274,0.355173240198081,NA,NA,0.407990568942632,0.220204872076146
3140,-0.107491267579059,0.339193069420721,NA,NA,0.417677032638272,0.216459611493311
3150,-0.115040410577499,0.3255297964881,NA,NA,0.426711993217468,0.212400459709356
3160,-0.124830853789679,0.31422409917422,NA,NA,0.434884706641058,0.2080926506752
3170,-0.136496829097686,0.305316655253084,NA,NA,0.441984428869881,0.20360141834176
3180,-0.149672568383607,0.298848142498695,NA,NA,0.447800415864774,0.198991996659954
3190,-0.163992303529528,0.294859238685056,NA,NA,0.452121923586577,0.194329619580701
3200,-0.179090266417536,0.293390621586168,NA,NA,0.455113716175819,0.18980469044815
