"Age","Lili","Pasdefond","Francis","Clo","BBmean"
1790,-0.0306331751200545,0.199360689149481,1.19845144695376,0.746436097671997,0.528403764663796
1800,-0.00598892839614677,0.195762214518408,1.2043391287276,0.757705682977229,0.537954524456773
1810,0.017913142244385,0.191767991218962,1.20844456486035,0.764342167619302,0.545616966485751
1820,0.0386976488781174,0.18773242980088,1.21083109834548,0.764063235915954,0.550331103235108
1830,0.056596119718658,0.184009940813901,1.21156207217645,0.757531217591108,0.552424837575028
1840,0.0718898760030719,0.180954934807765,1.21070082934671,0.745410987214074,0.552239156842906
1850,0.0848602389684238,0.178921822332209,1.20831071284974,0.728367419354163,0.550115048376134
1860,0.0957885298517786,0.178265013936972,1.204455065679,0.707065388580685,0.546393499512109
1870,0.104956069890201,0.179338920171793,1.19919723082794,0.682169769462953,0.541415497588223
1880,0.112644180320756,0.182497951586411,1.19260055129004,0.654345436570277,0.535522029941872
1890,0.119134182380509,0.188096518730564,1.18472837005875,0.624257264471968,0.529054083910449
1900,0.124707397306524,0.195823974046052,1.17564403012754,0.592570127737337,0.522186382304364
1910,0.129645146335866,0.201946076026879,1.16541087448987,0.559948900935695,0.514237749447078
1920,0.1342287507056,0.205900957294156,1.15409224613921,0.527058458636352,0.505320103193829
1930,0.138739531652791,0.207780885976034,1.141751488069,0.494563675408621,0.495708895276613
1940,0.143530090652907,0.207678130200663,1.12845194327273,0.463025584533109,0.485671437164853
1950,0.149037091007537,0.205684958096194,1.11425695474385,0.432130751674013,0.475277438880399
1960,0.155103745893144,0.201893637790776,1.09922986547582,0.401224616332621,0.464362966373091
1970,0.161507075032225,0.196396437412562,1.08343401846211,0.369661970718994,0.452749875406473
1980,0.168024098147275,0.1892856250897,1.06693275669618,0.336797607043191,0.440260021744087
1990,0.174431834960792,0.180653468950341,1.04978942317149,0.301986317515272,0.426715261149475
2000,0.180507305195272,0.170592237122636,1.03207366944122,0.264582894345298,0.411939026526106
2010,0.18602752857321,0.159194197734736,1.01416897531484,0.223942129743327,0.395833207841529
2020,0.190769524817105,0.146789557391383,0.996297349363531,0.179418815919419,0.37831881187286
