depth	min.95	max.95	median	mean
476	8699	8999	8833	8847
476.5	8732	9000	8850	8859
477	8762	9001	8862	8871
477.5	8785	9002	8873	8883
478	8797	9004	8887	8895
478.5	8803	9006	8901	8907
479	8809	9008	8910	8919
479.5	8814	9011	8922	8931
480	8818	9022	8941	8943
480.5	8832	9038	8961	8958
481	8843	9063	8981	8974
481.5	8851	9091	9001	8990
482	8860	9120	9016	9006
482.5	8868	9152	9031	9022
483	8878	9186	9045	9038
483.5	8887	9221	9057	9054
484	8892	9257	9069	9070
484.5	8897	9296	9082	9086
485	8903	9335	9095	9102
485.5	8943	9341	9119	9125
486	8985	9349	9143	9149
486.5	9023	9357	9168	9172
487	9061	9365	9193	9195
487.5	9102	9374	9218	9219
488	9137	9384	9240	9242
488.5	9174	9393	9261	9266
489	9205	9405	9280	9289
489.5	9229	9418	9302	9312
490	9247	9442	9325	9336
490.5	9269	9446	9334	9346
491	9286	9451	9343	9356
491.5	9299	9457	9354	9366
492	9307	9466	9366	9376
492.5	9312	9475	9379	9386
493	9316	9486	9392	9396
493.5	9320	9501	9404	9406
494	9322	9518	9417	9416
494.5	9325	9539	9427	9426
495	9329	9560	9436	9436
495.5	9341	9565	9444	9445
496	9352	9570	9453	9453
496.5	9361	9577	9462	9462
497	9368	9583	9470	9470
497.5	9376	9590	9479	9479
498	9382	9599	9487	9488
498.5	9389	9608	9496	9496
499	9396	9618	9505	9505
499.5	9401	9632	9513	9513
500	9405	9647	9522	9522
500.5	9420	9650	9529	9529
501	9435	9652	9536	9537
501.5	9447	9656	9544	9545
502	9460	9660	9551	9553
502.5	9472	9663	9559	9561
503	9481	9667	9566	9569
503.5	9490	9672	9575	9576
504	9497	9679	9583	9584
504.5	9503	9688	9591	9592
505	9508	9699	9598	9600
505.5	9528	9708	9609	9610
506	9544	9714	9619	9619
506.5	9555	9720	9629	9629
507	9562	9731	9638	9639
507.5	9567	9747	9648	9649
508	9570	9766	9656	9658
508.5	9573	9788	9665	9668
509	9576	9812	9673	9678
509.5	9578	9841	9681	9688
510	9581	9869	9689	9697
