"Age","Mean","CI","Infe","Supe"
2690,4.2987569980365,0.9,2.95759588743051,5.72650907040533
2700,4.28989185246587,0.9,2.92539374099902,5.66395949669351
2710,4.28116660559366,0.9,2.74822678416369,5.70252912949795
2720,4.27257650640826,0.9,2.83422218941357,5.66137423559851
2730,4.26410273021644,0.9,2.72641458702766,5.70490190961537
2740,4.25575087049225,0.9,2.80655450825069,5.6695097082523
2750,4.24753043588372,0.9,2.83935336876634,5.68547329233141
2760,4.2394540243894,0.9,2.80377134316023,5.76356790288377
2770,4.23149506563003,0.9,2.88194628790878,5.67378300190508
2780,4.22366283197507,0.9,2.76406544679812,5.65584155068355
2790,4.21595404722505,0.9,2.75734690390716,5.66670520068771
2800,4.20838659597788,0.9,2.75808372553783,5.68169927007774
2810,4.20094746074055,0.9,2.72042483320788,5.68785128937075
2820,4.19362102545465,0.9,2.70644869888782,5.77943459274831
2830,4.18641650169086,0.9,2.66440555779291,5.64926102543485
2840,4.17935197014626,0.9,2.65586738420981,5.67648440925017
2850,4.17241380041176,0.9,2.6806228012609,5.66131322831659
2860,4.16557952545225,0.9,2.65079799745928,5.64872748047592
2870,4.15885005222318,0.9,2.64691580178194,5.72721418216668
2880,4.15227515612963,0.9,2.65682671158656,5.72842094004728
2890,4.14580802417869,0.9,2.62350605063899,5.68903357330013
2900,4.13942990112845,0.9,2.62121633196175,5.65529796623177
2910,4.13315962536294,0.9,2.55757514136203,5.65828958216208
2920,4.12702653452496,0.9,2.55199458047081,5.67414430567047
2930,4.12099318994493,0.9,2.54584077749655,5.70097766836266
2940,4.11503034663815,0.9,2.55584780184732,5.70305430588164
2950,4.10918826968422,0.9,2.57029229668327,5.68352599967736
2960,4.10345804450342,0.9,2.54034579278303,5.68847395792825
2970,4.09779858948737,0.9,2.48911450228532,5.7062130793738
2980,4.09222588654408,0.9,2.39889997187852,5.71607026930084
2990,4.0867455443227,0.9,2.50840784723923,5.68184961310478
3000,4.08137110939919,0.9,2.4932265320607,5.72112041042478
3010,4.07603305379243,0.9,2.432860492063,5.72701997167591
3020,4.070797467198,0.9,2.47317889054506,5.62712632652568
3030,4.06563958273033,0.9,2.36554070359224,5.68870652231459
3040,4.06053449038122,0.9,2.47381803529323,5.71503578720109
3050,4.05549489582858,0.9,2.41122476898067,5.75684553975775
3060,4.05052607923687,0.9,2.42627211655371,5.73728560279088
3070,4.0456383534034,0.9,2.4130705210552,5.70721980262055
3080,4.0407429900853,0.9,2.37003834509094,5.67543221145805
3090,4.0359337088313,0.9,2.3492035954011,5.79629044153678
3100,4.03118910154957,0.9,2.40527847094225,5.63681564870373
3110,4.02646938175568,0.9,2.33012393363964,5.66134523284143
3120,4.0217639732661,0.9,2.39248629000309,5.64350140815394
3130,4.01712226327336,0.9,2.34334720011021,5.72166810338699
3140,4.01254000127669,0.9,2.27015503119918,5.79632236578361
3150,4.00792953858338,0.9,2.19705539455046,5.69484220263243
3160,4.00335120737937,0.9,2.32062428626323,5.63302326453977
3170,3.99883117839259,0.9,2.2325284736753,5.65888241620258
3180,3.99433097942531,0.9,2.25560524772375,5.68377693253747
3190,3.98978908847894,0.9,2.32657887273614,5.68054419419443
3200,3.98527682137391,0.9,2.24348357839022,5.77006449656951
3210,3.98082287483074,0.9,2.21678244435507,5.69856550329725
3220,3.97633087462733,0.9,2.20273303881689,5.62844728738323
3230,3.9718241916309,0.9,2.35237673903331,5.73556149168609
3240,3.9673380501725,0.9,2.32021235394004,5.75064481318923
3250,3.96288464734228,0.9,2.26146321563774,5.6864385539521
3260,3.95835359864873,0.9,2.324428170364,5.73590057972288
3270,3.95382673905695,0.9,2.20245036215008,5.63711999137717
3280,3.94931961287859,0.9,2.13871373660749,5.73953442635066
3290,3.94478717146376,0.9,2.22345880849388,5.67782264069834
3300,3.94020339630449,0.9,2.22702908241409,5.57957475460654
3310,3.93562398354093,0.9,2.19358923731004,5.60446963785555
3320,3.93103803162645,0.9,2.1647192981859,5.63648057324865
3330,3.92638981432245,0.9,2.23590305528878,5.6321776187712
3340,3.92171302314639,0.9,2.24091799109868,5.63933319461338
3350,3.91704045406171,0.9,2.09838648764031,5.66674211659174
3360,3.91233292433392,0.9,2.13543260877343,5.58272786041216
3370,3.90753650367844,0.9,2.27504836529361,5.50803060806697
3380,3.90274602412313,0.9,2.13043042374782,5.66271575879205
3390,3.89793215061233,0.9,2.24246982842647,5.6572884997827
3400,3.89305239992494,0.9,2.09513755028622,5.64926347870037
3410,3.88810757688373,0.9,2.25235450901815,5.54742227423377
3420,3.88316700209723,0.9,2.14481443699946,5.62368843968138
3430,3.87819995212748,0.9,2.134424849099,5.66966295231329
3440,3.87310796621282,0.9,2.13337119715355,5.62207235876314
3450,3.8679989444391,0.9,2.2487954911889,5.47570989333861
3460,3.86287660107015,0.9,2.12457333495154,5.50806673030139
3470,3.85769810795103,0.9,2.15761166025587,5.55146791226303
3480,3.85242036162789,0.9,2.24970885584014,5.4993832234951
3490,3.84711706392978,0.9,2.15945643788796,5.45457215085944
3500,3.84180421483936,0.9,2.19707525667324,5.49738518863455
3510,3.83638505202289,0.9,2.16735565774864,5.56056285571066
3520,3.83091297856169,0.9,2.09545947409917,5.51323083038292
3530,3.8253998425295,0.9,2.06969979038421,5.4791770863655
3540,3.81986405247984,0.9,2.25650589352681,5.46337720920216
3550,3.8142149633147,0.9,2.19218182959356,5.39442811649726
3560,3.80852784289566,0.9,2.14858463109654,5.46944782126433
3570,3.80279807357791,0.9,2.15962715796966,5.40190844058421
3580,3.79700136827312,0.9,2.12515667626354,5.36180291605209
3590,3.79113566037614,0.9,2.18705538923312,5.40905090136563
3600,3.78522313831223,0.9,2.1667558153394,5.39481803787297
3610,3.77926382692927,0.9,2.1669638984575,5.43761215190678
3620,3.77320746721652,0.9,2.14891481099152,5.39347078724853
3630,3.76710944733608,0.9,2.20497434571451,5.41734095593943
3640,3.7609632141197,0.9,2.18672881064619,5.33013805853987
3650,3.75474184576912,0.9,2.17819017994954,5.3243667006376
3660,3.74844615139354,0.9,2.18650292964654,5.32710894957002
3670,3.74210705677078,0.9,2.2118189056171,5.21421682246141
3680,3.73571556212532,0.9,2.27291561920236,5.35201046523707
3690,3.72923003876296,0.9,2.24024468218254,5.26308765099286
3700,3.72268647307306,0.9,2.23136691071755,5.20082219651444
3710,3.71610053810605,0.9,2.21641312706749,5.19119051430196
3720,3.70944778074804,0.9,2.22551471399707,5.2354030981231
3730,3.7027027608569,0.9,2.23365574786685,5.13766214872554
3740,3.69590543806076,0.9,2.18540122912604,5.24221193640535
3750,3.68905827905042,0.9,2.2373215815027,5.21261126841422
3760,3.68213350259642,0.9,2.19625295699,5.14619750436567
3770,3.67513206955987,0.9,2.27764320972349,5.13130710221709
3780,3.66807361573392,0.9,2.24884035110561,5.09942629501092
3790,3.66095699734192,0.9,2.31452430739318,5.09519528153129
3800,3.6537559633444,0.9,2.19728831912092,5.0548120849824
3810,3.64649162443204,0.9,2.24238677628368,5.09225249191215
3820,3.6391613750639,0.9,2.16114778048701,5.0702752993606
3830,3.63176350294375,0.9,2.2354197949957,5.00469010172417
3840,3.6242907038545,0.9,2.19255211196377,5.07745695520732
3850,3.61674973237671,0.9,2.32455150106687,5.00420332865846
3860,3.60914296893639,0.9,2.23998815440838,5.06707085785556
3870,3.6014587380235,0.9,2.25079895992431,4.95459704953395
3880,3.59370626295714,0.9,2.24368312359572,4.98376452851863
3890,3.58588269933738,0.9,2.20200371233717,5.00949592435176
3900,3.57798717761838,0.9,2.23116576952591,4.91651524258717
3910,3.57002183024013,0.9,2.25701721995571,4.98317901865549
3920,3.56197748503071,0.9,2.24833302742311,4.98166906385886
3930,3.55386331590694,0.9,2.2738703830727,4.89556100136412
3940,3.54568183386494,0.9,2.24785226619944,4.86964463854054
3950,3.53742507588512,0.9,2.26961303053954,4.79063752829169
3960,3.52908922418721,0.9,2.2211482918126,4.80785067672571
3970,3.52067350709677,0.9,2.23290635844302,4.86613122504103
3980,3.51221047851504,0.9,2.20365142072797,4.75350077375933
3990,3.50366089610026,0.9,2.2196618400183,4.76014972900491
4000,3.49502411770199,0.9,2.22420982084218,4.82348590436447
4010,3.48632055548071,0.9,2.18721020463722,4.75566319158163
4020,3.4775656100226,0.9,2.24655141369009,4.65330795020552
4030,3.46872924710156,0.9,2.19268181641434,4.72337032088839
4040,3.45979207476279,0.9,2.30209602876857,4.69154180379883
4050,3.450808042924,0.9,2.27575716291181,4.64570776070835
4060,3.44176538022301,0.9,2.27445619730521,4.61351332633294
4070,3.43264165620909,0.9,2.20805483968635,4.59788007750397
4080,3.42341954422496,0.9,2.20603437875182,4.61857965271074
4090,3.4141624601175,0.9,2.22407492817359,4.60118419721929
4100,3.4048414402844,0.9,2.2509696854091,4.64880189252675
4110,3.39544482240573,0.9,2.20032282424932,4.5894187451396
4120,3.38596384550354,0.9,2.22541539335992,4.5933133404802
4130,3.3764377896862,0.9,2.22566779722794,4.54507160425124
4140,3.3668513296551,0.9,2.13980104554773,4.50982794619753
4150,3.35720540717135,0.9,2.22259259063976,4.57889204951935
4160,3.34748798241823,0.9,2.13632638214564,4.5199032176102
4170,3.33771708101135,0.9,2.1909089887305,4.44872995835586
4180,3.32788794970847,0.9,2.16095223657018,4.51744247694924
4190,3.31802650375488,0.9,2.18215985553971,4.44985313647529
4200,3.30809911877992,0.9,2.1755431577704,4.40672124359994
4210,3.29811105047652,0.9,2.11338182217384,4.43722906899606
4220,3.28808043318061,0.9,2.18703511989378,4.39225893236522
4230,3.27804067499119,0.9,2.17748573598422,4.40170230444127
4240,3.26793943705855,0.9,2.1040532298832,4.38089013798335
4250,3.25777505243297,0.9,2.107039324266,4.35267952316725
4260,3.24758377864962,0.9,2.06767818055851,4.38603781940952
4270,3.23741951164967,0.9,2.13391556412009,4.39696839411047
4280,3.22718341030116,0.9,2.11422944135785,4.3426256375691
4290,3.21690244412059,0.9,2.09715420349847,4.34641142672989
4300,3.20661994891921,0.9,2.06850249352638,4.38526599951146
4310,3.19636313505633,0.9,2.10295998699849,4.32598807545476
4320,3.18605982572973,0.9,2.04980266153599,4.34682345005593
4330,3.17571105270151,0.9,2.09313371820577,4.21715956646279
4340,3.16541312995934,0.9,2.01800919530529,4.3461323808704
4350,3.15511995482573,0.9,2.04446255951263,4.26467664412667
4360,3.14481809198562,0.9,2.02768255915872,4.28448784743052
4370,3.13449387010223,0.9,2.06405750801425,4.21834421826128
4380,3.12422545236109,0.9,2.04828511987306,4.2161785169879
4390,3.11398516335839,0.9,2.0808797284175,4.14889968359395
4400,3.1037488894421,0.9,2.081953934875,4.125646428481
4410,3.09354080994345,0.9,1.99686583344068,4.11579571677727
4420,3.08337987916231,0.9,2.08966489107715,4.17779717697239
4430,3.07326293921528,0.9,1.98854481864668,4.07002602666731
4440,3.06319499394369,0.9,2.00204576413369,4.06933064680143
4450,3.05317130606771,0.9,1.98191539978974,4.10707468803335
4460,3.04321244896416,0.9,2.01653435579561,4.03173947703799
4470,3.033314039614,0.9,1.99829054437671,4.08837939486968
4480,3.0235109725286,0.9,1.959455728994,4.02488097081616
4490,3.01376451465044,0.9,1.96259415814342,4.09910186371245
4500,3.00408373619599,0.9,1.99361759489021,4.05583637313634
4510,2.9945075084705,0.9,1.99044319286076,3.99192551553622
4520,2.98506065211966,0.9,1.96197034957324,4.00025235284298
4530,2.97568151611931,0.9,2.02121575747897,3.92187529544616
4540,2.96640179899389,0.9,1.95102574328845,4.00343427402071
4550,2.95723567807871,0.9,1.94555283773917,3.9623061397664
4560,2.94824248067301,0.9,1.94231982696822,3.92741003967837
4570,2.9393321394681,0.9,1.94039540425782,3.92135400366908
4580,2.93054170451301,0.9,2.01203092735584,3.89765210120024
4590,2.92191952120635,0.9,1.9235112880826,3.87547784547108
4600,2.91344700598135,0.9,1.91093950174938,3.97519205524044
4610,2.90511817229193,0.9,1.94153509273622,3.89265074024597
4620,2.89691771583673,0.9,1.94369759818378,3.87403990621131
4630,2.88892658611046,0.9,1.91415683896791,3.83760169520905
4640,2.88110119559193,0.9,1.87188562896462,3.8755890826547
4650,2.87342627998282,0.9,1.91455140379302,3.85696820716843
4660,2.86594665900662,0.9,1.9147799069645,3.82048843899547
4670,2.85866110276257,0.9,1.91434937082676,3.77404116825197
4680,2.85157277065205,0.9,1.88003743223948,3.79736753036962
4690,2.84466851008121,0.9,1.90740699312261,3.77835829784487
4700,2.83797927499218,0.9,1.88036190398169,3.77090575402572
4710,2.83151236026249,0.9,1.92643665127289,3.75613238654441
4720,2.82524263862138,0.9,1.87060201611114,3.81767081630383
4730,2.81920185554061,0.9,1.89183948618735,3.73318426013846
4740,2.81339912856399,0.9,1.90770776930163,3.76974677077163
4750,2.80781847246337,0.9,1.88964403699459,3.77722121607067
4760,2.80247272751914,0.9,1.88129265104949,3.74736055528355
4770,2.79736884986498,0.9,1.8373141251177,3.76153551838828
4780,2.79252765445374,0.9,1.85468846812866,3.74148418753074
4790,2.78792179800201,0.9,1.89723337365603,3.721782558979
4800,2.783562075743,0.9,1.84367549894945,3.69968821493075
4810,2.77948283380753,0.9,1.86135429527914,3.68392748622077
4820,2.77566132641054,0.9,1.8447461540606,3.7535026555035
4830,2.77210549752452,0.9,1.85251996836808,3.69026429184619
4840,2.76881417432606,0.9,1.81562596247725,3.69498890432797
4850,2.76580075066961,0.9,1.84784416364844,3.70546826785025
4860,2.76306922821699,0.9,1.7915022919941,3.70210383035113
4870,2.76061050362466,0.9,1.83387463778488,3.65078512187862
4880,2.75844692065239,0.9,1.7979911651944,3.67268992187185
4890,2.75655521278388,0.9,1.72373093425944,3.66796367463877
4900,2.7549564340781,0.9,1.79078576568604,3.68635986152861
4910,2.75365290730962,0.9,1.84783646273284,3.70832709607593
4920,2.75264729740829,0.9,1.7904784216937,3.72229291629813
4930,2.75191931783516,0.9,1.78808481423691,3.7019429113053
4940,2.75149197702729,0.9,1.75350597120373,3.69121778064897
4950,2.75137979109922,0.9,1.84753661493497,3.6796310980516
